_index,_type,_id,_score,_ignored/0,_source/general/name,_source/general/id,_source/general/contacts/website,_ignored/1
museum,_doc,18990,1,general.description.keyword,Технологическая модель склепа Деметры,18990,http://www.kerchmuseum.ru,
museum,_doc,18991,1,general.description.keyword,Музей истории обороны Аджимушкайских каменоломен,18991,http://www.kerchmuseum.ru,
museum,_doc,18993,1,general.description.keyword,Крепость Керчь,18993,http://www.kerchmuseum.ru,
museum,_doc,18994,1,general.description.keyword,Музей истории Эльтигенского десанта,18994,http://www.kerchmuseum.ru,
museum,_doc,19036,1,general.description.keyword,Московская Усадьба Деда Мороза,19036,https://dedmorozmos.ru,general.address.comment.keyword
museum,_doc,19038,1,general.description.keyword,Центр Гиляровского,19038,http://mosmuseum.ru/association/gilyarovskogo,
museum,_doc,19039,1,general.description.keyword,Музей И. С. Тургенева,19039,http://www.pushkinmuseum.ru,
museum,_doc,19060,1,general.description.keyword,Галерея «На Песчаной»,19060,http://groundmoscow.com,
museum,_doc,19064,1,general.description.keyword,Объединение «Выставочные залы Москвы»,19064,http://vzmoscow.ru,
museum,_doc,19083,1,general.description.keyword,Дом-музей академика С. П. Королева,19083,http://www.kosmo-museum.ru/static_pages/memorialnyy-dom-muzey-akademika-s-p-korolyova,
museum,_doc,19085,1,general.description.keyword,Музей русско-армянской дружбы,19085,http://www.rostovmuseum.ru,
museum,_doc,19096,1,general.description.keyword,Медиацентр Всероссийского музея А. С. Пушкина,19096,http://www.museumpushkin.ru,
museum,_doc,191,1,general.description.keyword,Грайворонский историко-краеведческий музей,191,http://graimuseum.ru/index.php?id=4,
museum,_doc,19111,1,general.description.keyword,Экспозиция «Великая Отечественная война 1941–1945 гг.» («Арсенал»),19111,http://museum-vrn.ru,
museum,_doc,19118,1,general.description.keyword,Ейский художественный музей им. И. А. Арзамасцева,19118,https://muzeisamsonova.ru,
museum,_doc,19125,1,general.description.keyword,Художественная галерея «Метаморфоза»,19125,https://museum86.ru,
museum,_doc,19126,1,general.description.keyword,Музей реки Обь,19126,https://museum86.ru,
museum,_doc,19147,1,general.description.keyword,Музей-заповедник «Старая Ладога». Дом П. В. Калязина,19147,http://ladogamuseum.com,
museum,_doc,19148,1,general.description.keyword,Музей-заповедник «Старая Ладога». Крепость,19148,http://ladogamuseum.com,
museum,_doc,19194,1,general.description.keyword,Музей истории города Кириллова и Кирилловского района,19194,http://kirmuseum.org,
museum,_doc,19225,1,general.description.keyword,Арт-платформа «Ворота»,19225,http://artvorota.ru,
museum,_doc,19251,1,general.description.keyword,Научно-выставочный комплекс «На Московской» ,19251,http://www.ulzapovednik.ru,
museum,_doc,19292,1,general.description.keyword,Музей московских стрельцов «Стрелецкие палаты»,19292,http://www.museumrvio.ru,
museum,_doc,19300,1,general.description.keyword,Центр народного и декоративно-прикладного творчества,19300,http://www.etnonao.ru,
museum,_doc,19391,1,general.description.keyword,Арт-галерея MSK Eastside,19391,http://www.mskeastside.com,
museum,_doc,19396,1,general.description.keyword,Мемориальная квартира А. И. Сумбатова-Южина,19396,http://www.maly.ru/yuzhin,
museum,_doc,19397,1,general.description.keyword,Сергиево-Посадский музей-заповедник – историко-архитектурный комплекс «Конный двор»,19397,http://www.museum-sp.ru,
museum,_doc,19398,1,general.description.keyword,Сергиево-Посадский музей-заповедник – Краеведческий корпус,19398,http://www.museum-sp.ru,
museum,_doc,194,1,general.description.keyword,Музей истории села Белый Колодезь,194,http://vkm-muzey.bel.muzkult.ru/filial,
museum,_doc,19433,1,general.description.keyword,Тазовский районный краеведческий музей,19433,http://yasavey.ru,
museum,_doc,19441,1,general.description.keyword,Историко-культурный и природный музей-заповедник И. С. Тургенева «Бежин луг»,19441,http://www.museum-tula.ru,
museum,_doc,19459,1,general.description.keyword,Музей истории города Симферополя,19459,http://museum-of-simferopol-history.ru,
museum,_doc,19526,1,general.description.keyword,Панорама «Оборона Севастополя 1854–1855 гг.»,19526,http://sevmuseum.ru/?p=47,
museum,_doc,19527,1,general.description.keyword,Оборонительная башня Корниловского бастиона,19527,http://sevmuseum.ru/objects/malahov-kurgan,
museum,_doc,19547,1,general.description.keyword,Выставочный зал. Гороховецкий историко-архитектурный музей,19547,http://www.giamus.ru,
museum,_doc,19624,1,general.description.keyword,Фондохранилище музея-заповедника «Кижи»,19624,http://kizhi.karelia.ru,
museum,_doc,19882,1,general.description.keyword,Выставочный зал Государственного музея А. С. Пушкина на Арбате,19882,http://pushkinmuseum.ru/?q=node/5,
museum,_doc,19884,1,general.description.keyword,Президиум и выставочные залы Российской академии художеств,19884,http://rah.ru,
museum,_doc,19909,1,general.description.keyword,Дом-музей И. С. Ключникова-Палантая,19909,http://fumus.ru,
museum,_doc,19913,1,general.description.keyword,Красноярский художественный музей имени В. И. Сурикова. Отдел декоративно-прикладного искусства,19913,http://www.surikov-museum.ru,
museum,_doc,19915,1,general.description.keyword,Мемориальный музей Б. Пастернака,19915,http://www.chisto-muzei.ru,
museum,_doc,19918,1,general.description.keyword,Музей истории города,19918,http://chisto-muzei.ru,
museum,_doc,19923,1,general.description.keyword,Музейный сувенирный салон,19923,http://chisto-muzei.ru,
museum,_doc,19932,1,general.description.keyword,Диорама «Штурм Сапун-горы 7 мая 1944 г.»,19932,http://sevmuseum.ru,
museum,_doc,19937,1,general.description.keyword,Дом-музей севастопольского подполья,19937,http://sevmuseum.ru/objects/podpolie,
museum,_doc,19939,1,general.description.keyword,Музейная комната А. С. Грина,19939,http://sevmuseum.ru/?p=3397,
museum,_doc,19954,1,general.description.keyword,Творческое пространство фотоLофт.москва,19954,http://fotoloft.moscow,
museum,_doc,1999,1,general.description.keyword,Кировский историко-краеведческий музей,1999,http://kirmuseum.ucoz.ru,
museum,_doc,2008,1,general.description.keyword,Ефремовский районный художественно-краеведческий музей,2008,http://erhk-museum.tls.muzkult.ru,
museum,_doc,2009,1,general.description.keyword,Тульский государственный музей оружия,2009,http://www.museum-arms.ru,
museum,_doc,2011,1,general.description.keyword,Государственный музей-заповедник «Царицыно»,2011,http://www.tsaritsyno-museum.ru,
museum,_doc,20277,1,general.description.keyword,Музей им. Николая Островского,20277,http://simf-ray-muzei-im-ostrovskogo.ru,
museum,_doc,20364,1,general.description.keyword,Музей Международного нумизматического клуба,20364,http://coinmuseum.ru,
museum,_doc,20389,1,general.description.keyword,Мелеузовский историко-краеведческий музей,20389,http://mel-muzei.ru/index.php,
museum,_doc,2041,1,general.description.keyword,Веневский краеведческий музей,2041,http://mukvkm.ru,
museum,_doc,2049,1,general.description.keyword,Музей «Одоевское княжество»,2049,http://www.odoev-museum.ru,
museum,_doc,2050,1,general.description.keyword,Тульский музей изобразительных искусств,2050,http://museum-tula.ru,
museum,_doc,20507,1,general.description.keyword,Центр арктического туризма,20507,http://www.visitnao.ru,
museum,_doc,20514,1,general.description.keyword,Ишимбайская картинная галерея,20514,https://www.ishimbay-art-gallery.ru,
museum,_doc,20552,1,general.description.keyword,Ишимбайский историко-краеведческий музей,20552,http://www.ishimbaikultura.ru/index,
museum,_doc,2057,1,general.description.keyword,Дом мастеров,2057,http://dmkaluga.ru,
museum,_doc,20618,1,general.description.keyword,Выставочный зал Кировского городского зоологического музея (Нововятск),20618,http://zoovyatka.my1.ru,
museum,_doc,2065,1,general.description.keyword,Выставочный зал города Тулы,2065,http://museum-tula.ru,
museum,_doc,20685,1,general.description.keyword,Алуштинский литературно-мемориальный музей С. Н. Сергеева-Ценского,20685,http://alushta-museum.ru,
museum,_doc,20692,1,general.description.keyword,Музей-усадьба А. Н. Бекетова,20692,http://alushta-museum.ru,
museum,_doc,20698,1,general.description.keyword,Музей писателя И. С. Шмелёва,20698,http://alushta-museum.ru,
museum,_doc,2071,1,general.description.keyword,Музей «Спасское» им. В. А. Стародубцева,2071,http://museum-tula.ru,
museum,_doc,2075,1,general.description.keyword,Тульский областной краеведческий музей,2075,http://museum-tula.ru,
museum,_doc,2079,1,general.description.keyword,Мемориальный музей Н. И. Белобородова,2079,http://museum-tula.ru,
museum,_doc,20793,1,general.description.keyword,Музей города Белореченска,20793,https://muzeybel.ru,
museum,_doc,2080,1,general.description.keyword,Дом-музей В. В. Вересаева,2080,http://museum-tula.ru,
museum,_doc,2081,1,general.description.keyword,Музей командира крейсера «Варяг» В. Ф. Руднева,2081,http://museum-tula.ru,
museum,_doc,2082,1,general.description.keyword,Историко-мемориальный музей Демидовых,2082,http://museum-tula.ru,
museum,_doc,2083,1,general.description.keyword,Богородицкий дворец-музей и парк,2083,http://bogoroditsk.museum-tula.ru,
museum,_doc,2084,1,general.description.keyword,Музей «Тульские самовары»,2084,http://museum-tula.ru,
museum,_doc,2085,1,general.description.keyword,Музей «Тульский кремль»,2085,http://museum-tula.ru,
museum,_doc,2086,1,general.description.keyword,Тульский военно-исторический музей,2086,http://museum-tula.ru,
museum,_doc,2089,1,general.description.keyword,Музей ивановского ситца,2089,http://www.igikm.ru,
museum,_doc,2093,1,general.description.keyword,Музей декоративно-прикладного и народного искусства г. Тулы,2093,http://www.museum-tula.ru,
museum,_doc,2094,1,general.description.keyword,Музей первого Совета,2094,http://www.igikm.ru,
museum,_doc,20964,1,general.description.keyword,Кузница музея «Кижи» в квартале исторической застройки г. Петрозаводска,20964,http://kizhi.karelia.ru,
museum,_doc,210,1,general.description.keyword,Краснояружский краеведческий музей,210,http://muzeumyar.ru,
museum,_doc,21028,1,general.description.keyword,Дом с мезонином музея «Кижи» в квартале исторической застройки г. Петрозаводска,21028,http://kizhi.karelia.ru,
museum,_doc,211,1,general.description.keyword,Ракитянский краеведческий музей,211,http://www.rkmrakit.ucoz.ru,
museum,_doc,21124,1,general.description.keyword,Отдел Ялтинского историко-литературного музея «Культура Ялты XIX – начала ХХ века»,21124,http://яилм.рф,
museum,_doc,21139,1,general.description.keyword,Отдел Ростовского областного музея краеведения,21139,http://www.rostovmuseum.ru,
museum,_doc,21152,1,general.description.keyword,Памятник-музей церковь Георгия на Торгу,21152,http://novgorodmuseum.ru,
museum,_doc,21155,1,general.description.keyword,Усадьба князей Голицыных,21155,https://pushkinmuseum.art/museum/buildings/impressionists,
museum,_doc,21168,1,general.description.keyword,Выставочный зал «Старомодное»,21168,http://kolomna-shkolaremesel.ru,
museum,_doc,21180,1,general.description.keyword,Галерея сибирского искусства Иркутского художественного музея им. В. П. Сукачёва,21180,http://www.museum.irk.ru,
museum,_doc,21181,1,general.description.keyword,Усадьба В. П. Сукачёва,21181,http://www.museum.irk.ru,
museum,_doc,21185,1,general.description.keyword,Музей героев-панфиловцев,21185,https://volok-kreml.ru,
museum,_doc,21188,1,general.description.keyword,Ярополецкий краеведческий музей,21188,https://volok-kreml.ru,
museum,_doc,21189,1,general.description.keyword,Осташёвский краеведческий музей,21189,https://volok-kreml.ru,
museum,_doc,2119,1,general.description.keyword,Музейно-краеведческий комплекс «Усадьба Золотарёвых»,2119,http://www.kaluga-museum.ru/dom_zolotorevih,
museum,_doc,21198,1,general.description.keyword,Краеведческий музей им. И. М. Сеченова,21198,http://sechmuzei.nnov.muzkult.ru,
museum,_doc,21207,1,general.description.keyword,Историко-этнографический музей,21207,http://рдкблаговар.рф,
museum,_doc,21210,1,general.description.keyword,Салаватская картинная галерея,21210,https://nasledie-salavat.ru/,
museum,_doc,21220,1,general.description.keyword,Дворцово-парковый ансамбль в д. Бородино,21220,http://www.borodino.ru,
museum,_doc,21222,1,general.description.keyword,Орехово-Зуевский районный краеведческий музей,21222,http://ozrayon.wixsite.com/museum,
museum,_doc,21245,1,general.description.keyword,Сорокинский центр историко-краеведческой работы,21245,http://kulturasorokino.ucoz.ru,
museum,_doc,21249,1,general.description.keyword,Красногвардейский историко-краеведческий музей,21249,https://grasnogv-muzei.adg.muzkult.ru,
museum,_doc,21263,1,general.description.keyword,Литературно-мемориальный музей А. С. Сулейманова,21263,https://ami-muzey.mk95.ru,
museum,_doc,21265,1,general.description.keyword,Литературно-мемориальный музей «Дом учителя»,21265,http://chisto-muzei.ru,
museum,_doc,21267,1,general.description.keyword,Музей книжной культуры и литературной жизни Верхнекамья «Алконост»,21267,http://www.museum-berezniki.ru,
museum,_doc,21277,1,general.description.keyword,Историко-краеведческий отдел центральной районной библиотеки,21277,https://bibl-omut.tmn.muzkult.ru,
museum,_doc,21279,1,general.description.keyword,Музей «Усадьба Голицына»,21279,http://www.museum-berezniki.ru,
museum,_doc,21284,1,general.description.keyword,Музей З. Биишевой,21284,http://biish.my1.ru,
museum,_doc,21286,1,general.description.keyword,Централизованная музейная система Ядринского района,21286,http://www.yadrinmuzey.ru,
museum,_doc,21288,1,general.description.keyword,Историко-краеведческий музей г. Нижний Тагил,21288,http://museum-nt.ru,
museum,_doc,21289,1,general.description.keyword,Историко-технический музей «Дом Черепановых»,21289,http://museum-nt.ru,
museum,_doc,21290,1,general.description.keyword,Музей «Демидовская дача»,21290,http://museum-nt.ru,
museum,_doc,21291,1,general.description.keyword,Музей «Лисьегорская башня»,21291,http://museum-nt.ru,
museum,_doc,21292,1,general.description.keyword,Литературно-мемориальный музей Д. Н. Мамина-Сибиряка п. Висим,21292,http://museum-nt.ru,
museum,_doc,21297,1,general.description.keyword,"Выставочный комплекс «Салют, Победа!»",21297,http://pobeda-orenburg.ru,
museum,_doc,21306,1,general.description.keyword,Музей чудес «Джоуль парк»,21306,http://krasnodar.jpark.su,
museum,_doc,21308,1,general.description.keyword,Мемориальный музей И. М. Поддубного,21308,http://muzeisamsonova.ru,
museum,_doc,21320,1,general.description.keyword,Музей истории Шалинского района,21320,http://kultvshale.ru,
museum,_doc,21324,1,general.description.keyword,Выставочный зал «Вернисаж»,21324,https://mvc-belovo.kmr.muzkult.ru,
museum,_doc,21328,1,general.description.keyword,Астраханский краеведческий музей,21328,https://astmuseum.ru/ru/,
museum,_doc,21329,1,general.description.keyword,Архитектурно-этнографический музей «Тальцы»,21329,http://talci-irkutsk.ru,
museum,_doc,21333,1,general.description.keyword,Военно-мемориальный комплекс «Бронепоезд № 13 «Тульский рабочий»,21333,http://museum-tula.ru,
museum,_doc,21339,1,general.description.keyword,Музей Фатиха Карима,21339,https://maukbmo.ru/,
museum,_doc,21341,1,general.description.keyword,Районный историко-краеведческий музей им. Героя Советского Союза Д. С. Ракшина,21341,http://kigimuseum.ru,
museum,_doc,21342,1,general.description.keyword,Историко-краеведческий музей Карталинского района,21342,http://ikm-kartaly.chel.muzkult.ru,
museum,_doc,21347,1,general.description.keyword,Дом-музей народного артиста СССР Н. Д. Мордвинова,21347,http://www.yadrinmuzey.ru,
museum,_doc,21354,1,general.description.keyword,Мценский городской краеведческий музей им. Г. Ф. Соловьева,21354,http://mkm.mya5.ru,
museum,_doc,21359,1,general.description.keyword,Дом-музей Ильи Сельвинского,21359,http://tavrida-museum.ru/selvinskiy,
museum,_doc,21380,1,general.description.keyword,Музей Т. Т. Кусимова,21380,https://sites.google.com/site/muzejkusimova,
museum,_doc,21382,1,general.description.keyword,Музей краеведения с. Марёво,21382,http://myzeimarevo.wixsite.com/museum,
museum,_doc,21399,1,general.description.keyword,Художественный отдел Мценского городского краеведческого музея,21399,http://mkm.mya5.ru,
museum,_doc,21416,1,general.description.keyword,Мстерский художественный музей,21416,https://museum-mstera.vld.muzkult.ru,
museum,_doc,21430,1,general.description.keyword,Дворец царя Алексея Михайловича,21430,http://www.mgomz.ru,
museum,_doc,21441,1,general.description.keyword,Кочевский районный музей этнографии и быта,21441,http://kochovo-muzei.ru,
museum,_doc,21450,1,general.description.keyword,Маловишерский районный краеведческий музей,21450,http://mvmuzey.nov.muzkult.ru,
museum,_doc,21462,1,general.description.keyword,Коломенский краеведческий музей,21462,http://kolomnamuzej.ru,
museum,_doc,21476,1,general.description.keyword,Музей «Княжий Двор»,21476,https://ppmvk.ru/,
museum,_doc,21477,1,general.description.keyword,Шаранский историко-краеведческий музей,21477,https://muzey-sharan.ru,
museum,_doc,21528,1,general.description.keyword,Даниловская художественная галерея,21528,http://danilov-muzey.yar.muzkult.ru/about,
museum,_doc,21538,1,general.description.keyword,Галерея ЦУМ,21538,http://chel-city.ru/tsum_chelyabinsk,
museum,_doc,21549,1,general.description.keyword,Галерея «Агентство. Art Ru»,21549,http://agencyart.ru,
museum,_doc,21560,1,general.description.keyword,Главный корпус Музея Мирового океана,21560,http://world-ocean.ru,
museum,_doc,21561,1,general.description.keyword,Музей истории мировых культур и религий,21561,http://mkrderbent.ru,
museum,_doc,21596,1,general.description.keyword,Выставочный комплекс Исторического музея,21596,http://www.shm.ru,
museum,_doc,21603,1,general.description.keyword,Музей барона Мюнхгаузена,21603,http://munchausen-book.ru,
museum,_doc,21622,1,general.description.keyword,Ивановский районный историко-краеведческий музей,21622,http://ivanmuzey.amur.muzkult.ru,
museum,_doc,21624,1,general.description.keyword,Выставочный комплекс «Артиллерийский двор»,21624,http://www.shm.ru,
museum,_doc,21628,1,general.description.keyword,Детский музей игрушки г. Краснокамск,21628,http://krasnokamskmuseum.ru,
museum,_doc,21661,1,general.description.keyword,Музей культуры и быта Древнего Дербента,21661,https://derbentmuseum.ru,
museum,_doc,21663,1,general.description.keyword,Музей народной игрушки «Забавушка»,21663,http://www.zabawushka.ru/,
museum,_doc,21664,1,general.description.keyword,Музей «Природа Прикаспия»,21664,https://derbentmuseum.ru,
museum,_doc,21714,1,general.description.keyword,Выставочный зал г. Междуреченска,21714,http://show-room.kmr.muzkult.ru/about,
museum,_doc,21761,1,general.description.keyword,Городской историко-краеведческий музей г. Полярного,21761,http://museum-polar.ru,
museum,_doc,21764,1,general.description.keyword,Музей спортивной славы ЦСКА,21764,http://cska.ru/objects/17,
museum,_doc,21775,1,general.description.keyword,Музей-театр «Булгаковский дом»,21775,http://dombulgakova.ru,
museum,_doc,21786,1,general.description.keyword,Филиал Северодвинского музея в селе Нёнокса,21786,http://musey29.ru,
museum,_doc,21797,1,general.description.keyword,Музей истории Благовещенского собора,21797,https://kazan-kremlin.ru/museums/muzej-istorii-blagoveshhenskogo-sobora,
museum,_doc,2183,1,general.description.keyword,Музей-заповедник «Полотняный Завод»,2183,http://pzapovednik.ru,
museum,_doc,21835,1,general.description.keyword,Выставочный комплекс «Атамань»,21835,http://www.atamani.ru,
museum,_doc,21899,1,general.description.keyword,Туристический комплекс «Ялуторовский острог»,21899,http://ostrog-yal.ru,
museum,_doc,21908,1,general.description.keyword,Музейно-выставочный комплекс «Борисоглебская сторона»,21908,http://ctrb.ru,
museum,_doc,21911,1,general.description.keyword,Экспозиция «Дом купца С. А. Вагина»,21911,http://ctrb.ru,
museum,_doc,21924,1,general.description.keyword,Музей под открытым небом «Батарея № 394 капитана А. Э. Зубкова»,21924,https://gelmusey.ru,
museum,_doc,21925,1,general.description.keyword,Дом-музей Владимира Галактионовича Короленко,21925,https://gelmusey.ru,
museum,_doc,21934,1,general.description.keyword,Новоторжский кремль,21934,http://viemusei.ru,
museum,_doc,21954,1,general.description.keyword,Мемориальный отдел им. Е. В. Честнякова в деревне Шаблово,21954,http://kostromamuseum.ru,
museum,_doc,21970,1,general.description.keyword,Муромский историко-художественный музей. Выставочный центр,21970,http://www.museum-murom.ru,
museum,_doc,21976,1,general.description.keyword,Музей истории города Черногорска,21976,http://ch-muzei.rh.muzkult.ru,
museum,_doc,21989,1,general.description.keyword,Отдел «Чехов и Крым»,21989,http://yalta-museum.ru,
museum,_doc,21993,1,general.description.keyword,Музей П. П. Семенова-Тян-Шанского,21993,http://museum.rzn.muzkult.ru,
museum,_doc,22040,1,general.description.keyword,Павильон «Дежурные конюшни»,22040,http://www.tzar.ru,
museum,_doc,22049,1,general.description.keyword,Музейно-выставочный центр,22049,https://www.chnmuseum.ru,
museum,_doc,22050,1,general.description.keyword,Литературный музей им. К. В. Иванова,22050,http://chnmuseum.ru,
museum,_doc,22051,1,general.description.keyword,Музей В. И. Чапаева,22051,https://www.chnmuseum.ru,
museum,_doc,22052,1,general.description.keyword,Музей Михаила Сеспеля,22052,https://www.chnmuseum.ru,
museum,_doc,22053,1,general.description.keyword,Музей чувашской вышивки,22053,https://www.chnmuseum.ru,
museum,_doc,22054,1,general.description.keyword,Дача-музей В. В. Маяковского,22054,http://маяковский-на-даче.рф,
museum,_doc,22089,1,general.description.keyword,Музей занимательных наук Эйнштейна,22089,http://эйнштейниум.рф,
museum,_doc,22091,1,general.description.keyword,Музейный объект «Пороховой погреб»,22091,http://azovmuseum.ru,
museum,_doc,22104,1,general.description.keyword,Галерея-мастерская Зайцева,22104,https://galleryzaitsev.com,
museum,_doc,22115,1,general.description.keyword,Дом-музей В. И. Ленина в Самаре,22115,http://alabin.ru/uliyanov,
museum,_doc,22163,1,general.description.keyword,Музей истории Костромского края,22163,http://kostromamuseum.ru,
museum,_doc,22169,1,general.description.keyword,Музей-театр «Жигулевская сказка»,22169,http://samaluka.ru/meropriyatiya/2016-god,
museum,_doc,22170,1,general.description.keyword,Осташковская городская художественная галерея,22170,https://sites.google.com/site/galereyaostashkov,
museum,_doc,22197,1,general.description.keyword,Музей искусства Санкт-Петербурга XX–XXI веков,22197,http://www.mispxx-xxi.ru,
museum,_doc,22228,1,general.description.keyword,Областной выставочный центр,22228,https://vistavkaorel.ru,
museum,_doc,22268,1,general.description.keyword,Галерея «РОСИЗО» на ВДНХ,22268,http://www.rosizo.ru,
museum,_doc,2228,1,general.description.keyword,Жиздринский районный историко-краеведческий музей,2228,http://muzei-zhizdra.kaluga.muzkult.ru/,
museum,_doc,2239,1,general.description.keyword,Юхновский районный краеведческий музей,2239,http://muzeyuhnov.ucoz.ru,
museum,_doc,22410,1,general.description.keyword,Историко-краеведческий музей им. А. В. Юшкина,22410,http://www.ikmvr.ru,
museum,_doc,22425,1,general.description.keyword,Музейно-выставочный центр г. Лангепас,22425,http://www.kultura-langepasa.ru/32%20Musei.html,
museum,_doc,22461,1,general.description.keyword,Мемориальный музей им. В. С. Золотухина,22461,http://gmilika22.ru,
museum,_doc,22475,1,general.description.keyword,Навашинский историко-краеведческий музей,22475,http://vozrozhdenie-nav.ru/istoriko-krayevedcheskiy-muzey,
museum,_doc,22491,1,general.description.keyword,Муниципальное бюджетное учреждение культуры «Глинковский районный краеведческий музей»,22491,http://glinka.museum67.ru/,
museum,_doc,22497,1,general.description.keyword,Музей истории и культуры Московского района,22497,http://www.musey-mr.ru,
museum,_doc,22503,1,general.description.keyword,Дом Канонникова. Гороховецкий историко-архитектурный музей,22503,http://giamus.ru,
museum,_doc,22551,1,general.description.keyword,Нижегородский планетарий им. Г. М. Гречко,22551,http://www.planetarium-nn.ru,
museum,_doc,22560,1,general.description.keyword,Дом купца Фонарёва,22560,http://kuzn-krepost.ru,
museum,_doc,22595,1,general.description.keyword,Васильсурский краеведческий музей,22595,http://museum-vrt.com.ru,
museum,_doc,22630,1,general.description.keyword,Музей А. П. Бородина,22630,http://www.muskam.ru,
museum,_doc,22641,1,general.description.keyword,Музей истории города Заозерного,22641,https://zaozmuseum24.ru,
museum,_doc,22644,1,general.description.keyword,Муромский историко-художественный музей. Художественная галерея,22644,http://www.museum-murom.ru,
museum,_doc,22658,1,general.description.keyword,Музей изобразительных искусств,22658,http://www.arhmuseum.ru,
museum,_doc,22663,1,general.description.keyword,Музей художественного освоения Арктики им. А. А. Борисова,22663,http://www.arhmuseum.ru,
museum,_doc,22665,1,general.description.keyword,Старинный особняк на Набережной,22665,http://www.arhmuseum.ru,
museum,_doc,22687,1,general.description.keyword,Мемориальная мастерская народного художника СССР А. И. Курнакова,22687,http://orelmusizo.ru,
museum,_doc,22690,1,general.description.keyword,Павильон «Арсенал»,22690,http://www.tzar.ru,
museum,_doc,22717,1,general.description.keyword,Музей города Орла «От основания и затем…»,22717,http://www.tmk-grinn.ru/-museum.html,
museum,_doc,22764,1,general.description.keyword,Музей «Вилегодская изба»,22764,https://vil-museum.arkh.muzkult.ru/,
museum,_doc,22766,1,general.description.keyword,Музей Р. Л. Самойловича,22766,http://www.азовский-музей.рф/samoylovich.php,
museum,_doc,22848,1,general.description.keyword,Литературный музей Кубани,22848,https://litmuzkuban.ru,
museum,_doc,22849,1,general.description.keyword,Мемориальный музей-квартира народного артиста СССР Г. Ф. Пономаренко,22849,http://felicina.ru,
museum,_doc,22854,1,general.description.keyword,Музей художественного литья,22854,http://www.kasli-museum.chel.muzkult.ru,
museum,_doc,22879,1,general.description.keyword,Выставочные залы Дома барона Фредерикса,22879,http://ливадийский-дворец.рф,
museum,_doc,22885,1,general.description.keyword,Усадебный дом Е. К. Плотниковой,22885,http://www.arhmuseum.ru,
museum,_doc,22891,1,general.description.keyword,Музейно-культурный центр «Дом-усадьба художника А. А. Борисова»,22891,http://www.arhmuseum.ru,
museum,_doc,22983,1,general.description.keyword,Домик Петра I на Государевом дворе Коломенского,22983,http://www.mgomz.ru/pamyatniki/domik-petra-i-xviii-v-gosudarevyi-svetlitsyi,
museum,_doc,22991,1,general.description.keyword,Московский музей народной графики,22991,http://www.naive-museum.ru,
museum,_doc,22999,1,general.description.keyword,Экспозиция «Голландский домик Петра I»,22999,http://www.mgomz.ru/ekspozitsii/gollandskiy-domik-petra-i-v-kolomenskom-vnov-otkryit-dlya-posetiteley,
museum,_doc,23,1,general.description.keyword,Белгородский государственный литературный музей,23,http://literaturemuseum.ru,
museum,_doc,23006,1,general.description.keyword,Дворец Н. А. Дурасова в музее-усадьбе Люблино,23006,http://www.mgomz.ru/pamyatniki/dvorets-n-a-durasova-usadba-lyublino,
museum,_doc,23007,1,general.description.keyword,Театральная школа в музее-усадьбе «Люблино»,23007,http://www.mgomz.ru,
museum,_doc,23008,1,general.description.keyword,Музей-квартира А. М. Васнецова,23008,https://www.tretyakovgallery.ru,
museum,_doc,23011,1,general.description.keyword,Большеболдинcкая картинная галерея,23011,http://bbimk.nnov.muzkult.ru,
museum,_doc,23014,1,general.description.keyword,Музей мордовской культуры и быта,23014,http://www.bbimk.ru,
museum,_doc,23034,1,general.description.keyword,Музейный детский центр,23034,http://www.rostmuseum.ru,
museum,_doc,23039,1,general.description.keyword,Музей ростовского купечества,23039,http://www.rostmuseum.ru,
museum,_doc,23117,1,general.description.keyword,Музей первого полета,23117,http://www.gagarinm.ru,
museum,_doc,23119,1,general.description.keyword,Дом космонавтов г. Гагарин,23119,http://www.gagarinm.ru,
museum,_doc,23121,1,general.description.keyword,Дом-музей родителей первого космонавта,23121,http://www.gagarinm.ru,
museum,_doc,23122,1,general.description.keyword,Дом-музей школьных лет Юрия Гагарина,23122,http://www.gagarinm.ru,
museum,_doc,23123,1,general.description.keyword,Дом-музей семьи Гагариных в селе Клушино,23123,http://www.gagarinm.ru,
museum,_doc,23227,1,general.description.keyword,Историко-краеведческий музей г. Гагарина,23227,http://www.gagarinm.ru,
museum,_doc,23229,1,general.description.keyword,Интерактивная экспозиция «Изба-чайная»,23229,http://www.gagarinm.ru,
museum,_doc,23245,1,general.description.keyword,Выставочный зал г. Кисловодска,23245,http://выставочныйзал26.рф/,
museum,_doc,23261,1,general.description.keyword,Культурно-выставочный центр Музея обороны Севастополя,23261,http://sevmuseum.ru,
museum,_doc,23309,1,general.description.keyword,Историко-краеведческий музей Свердловского района,23309,https://sverdlmuzei.nethouse.ru/,
museum,_doc,23312,1,general.description.keyword,Этнокультурный центр г. Белоярский,23312,http://etno-centr.hmansy.muzkult.ru,
museum,_doc,23319,1,general.description.keyword,Центр Михаила Шемякина,23319,http://mihfond.ru,
museum,_doc,23363,1,general.description.keyword,Церковь Иоанна Богослова на реке Ишне,23363,http://www.rostmuseum.ru,
museum,_doc,23376,1,general.description.keyword,Музейно-культурный центр «Центр малочисленных народов Севера»,23376,http://www.mkc-nyagan.ru,
museum,_doc,23462,1,general.description.keyword,Нижневартовский краеведческий музей имени Т. Д. Шуваева,23462,http://nkmus.ru,
